,Title,Publication_Info,Cited_by
442,Predicting individual learning performance using machine‐learning hybridized with the teaching‐learning‐based optimization,"M Arashpour, EM Golafshani… - Computer …, 2023 - Wiley Online Library",Cited by 44
443,Hybrid model for detection of cervical cancer using causal analysis and machine learning techniques,"UK Lilhore, M Poongodi, A Kaur… - … Methods in Medicine, 2022 - Wiley Online Library",Cited by 157
444,Reimagining the machine learning life cycle to improve educational outcomes of students,"LT Liu, S Wang, T Britton… - Proceedings of the …, 2023 - National Acad Sciences",Cited by 23
445,Precision agriculture using IoT data analytics and machine learning,"R Akhter, SA Sofi - Journal of King Saud University-Computer and …, 2022 - Elsevier",Cited by 355
446,Applications of machine learning in perovskite materials,"Z Wang, M Yang, X Xie, C Yu, Q Jiang… - … Composites and Hybrid …, 2022 - Springer",Cited by 57
447,"Data Valuation in Machine Learning:"" Ingredients"", Strategies, and Open Challenges.","RHL Sim, X Xu, BKH Low - IJCAI, 2022 - comp.nus.edu.sg",Cited by 45
448,Internet of things and machine learning-integrated smart robotics,"BU Maheswari, SS Imambi, D Hasan… - … on Robotics and …, 2023 - igi-global.com",Cited by 50
449,DDoS detection using machine learning techniques,"R Amrish, K Bavapriyan, V Gopinaath… - Journal of IoT in …, 2022 - irojournals.com",Cited by 42
450,Applications of artificial intelligence and machine learning algorithms to crystallization,"C Xiouras, F Cameli, GL Quillo… - Chemical …, 2022 - ACS Publications",Cited by 59
451,Machine learning in crime prediction,"K Jenga, C Catal, G Kar - Journal of Ambient Intelligence and Humanized …, 2023 - Springer",Cited by 39
452,AI-powered ensemble machine learning to optimize cost strategies in logistics business,"C Yaiprasert, AN Hidayanto - International Journal of Information …, 2024 - Elsevier",Cited by 33
453,Causal machine learning for healthcare and precision medicine,"P Sanchez, JP Voisey, T Xia… - Royal Society …, 2022 - royalsocietypublishing.org",Cited by 88
454,The significance of machine learning in clinical disease diagnosis: A review,"SM Rahman, S Ibtisum, E Bazgir, T Barai - arXiv preprint arXiv:2310.16978, 2023 - arxiv.org",Cited by 31
455,Landslide susceptibility mapping using machine learning: A literature survey,"M Ado, K Amitab, AK Maji, E Jasińska, R Gono… - Remote Sensing, 2022 - mdpi.com",Cited by 91
456,Prediction of strength and analysis in self-compacting concrete using machine learning based regression techniques,"SA Rajakarunakaran, AR Lourdu, S Muthusamy… - … in Engineering Software, 2022 - Elsevier",Cited by 76
457,Skin cancer detection using ensemble of machine learning and deep learning techniques,"JV Tembhurne, N Hebbar, HY Patil, T Diwan - Multimedia Tools and …, 2023 - Springer",Cited by 57
458,IoT Security Based on Machine Learning,"RK Vanakamamidi, L Ramalingam… - … For Smart Nation …, 2023 - ieeexplore.ieee.org",Cited by 32
459,Integrating Machine Learning and AI for Improved Hydrological Modeling and Water Resource Management,"DMS Zekrifa, M Kulkarni, A Bhagyalakshmi… - … Applications in Water …, 2023 - igi-global.com",Cited by 57
460,Machine learning in clinical trials: A primer with applications to neurology,"MI Miller, LC Shih, VB Kolachalama - Neurotherapeutics, 2023 - Elsevier",Cited by 20
461,Exploiting symmetry in variational quantum machine learning,"JJ Meyer, M Mularski, E Gil-Fuster, AA Mele, F Arzani… - PRX Quantum, 2023 - APS",Cited by 149
462,Brain tumor detection and classification using machine learning: a comprehensive survey,"J Amin, M Sharif, A Haldorai, M Yasmin… - Complex & intelligent …, 2022 - Springer",Cited by 253
463,A structured analysis to study the role of machine learning and deep learning in the healthcare sector with big data analytics,"J Kumari, E Kumar, D Kumar - Archives of Computational Methods in …, 2023 - Springer",Cited by 26
464,Using machine learning to predict antimicrobial resistance―a literature review,"A Sakagianni, C Koufopoulou, G Feretzakis, D Kalles… - Antibiotics, 2023 - mdpi.com",Cited by 42
465,Machine learning in the detection and management of atrial fibrillation,"FK Wegner, L Plagwitz, F Doldi, C Ellermann… - Clinical Research in …, 2022 - Springer",Cited by 39
466,Machine learning in scanning transmission electron microscopy,"SV Kalinin, C Ophus, PM Voyles, R Erni… - Nature Reviews …, 2022 - nature.com",Cited by 96
467,Predicting is not understanding: Recognizing and addressing underspecification in machine learning,"D Teney, M Peyrard, E Abbasnejad - European Conference on Computer …, 2022 - Springer",Cited by 24
468,… For Bias In Machine Learning And Opportunities For Health Insurers To Address It: Article examines the potential for bias in machine learning and opportunities for …,"SS Gervasi, IY Chen, A Smith-McLallen, D Sontag… - Health …, 2022 - healthaffairs.org",Cited by 54
469,Medical machine learning based on multiobjective evolutionary algorithm using learning decomposition,"M Wang, X Li, L Chen, H Chen - Expert Systems with Applications, 2023 - Elsevier",Cited by 25
470,Super-resolution analysis via machine learning: a survey for fluid flows,"K Fukami, K Fukagata, K Taira - Theoretical and Computational Fluid …, 2023 - Springer",Cited by 71
471,Application of machine learning algorithms to predict the thyroid disease risk: an experimental comparative study,"SS Islam, MS Haque, MSU Miah, TB Sarwar… - PeerJ Computer …, 2022 - peerj.com",Cited by 55
472,Machine learning methods for cancer classification using gene expression data: A review,"F Alharbi, A Vakanski - Bioengineering, 2023 - mdpi.com",Cited by 74
473,Accurate global machine learning force fields for molecules with hundreds of atoms,"S Chmiela, V Vassilev-Galindo, OT Unke… - Science …, 2023 - science.org",Cited by 95
474,Machine learning with multimodal data for COVID-19,"W Chen, RC Sá, Y Bai, S Napel, O Gevaert… - Heliyon, 2023 - cell.com",Cited by 11
475,Quantum machine learning for image classification,"A Senokosov, A Sedykh, A Sagingalieva… - Machine Learning …, 2024 - iopscience.iop.org",Cited by 42
476,"Application of machine learning, deep learning and optimization algorithms in geoengineering and geoscience: Comprehensive review and future challenge","W Zhang, X Gu, L Tang, Y Yin, D Liu, Y Zhang - Gondwana Research, 2022 - Elsevier",Cited by 198
477,"AI and machine learning ethics, law, diversity, and global impact","K Drabiak, S Kyzer, V Nemov… - The British journal of …, 2023 - academic.oup.com",Cited by 19
478,Machine learning techniques in emerging cloud computing integrated paradigms: A survey and taxonomy,"D Soni, N Kumar - Journal of Network and Computer Applications, 2022 - Elsevier",Cited by 72
479,Shear strength prediction of reinforced concrete beams using machine learning,"MS Sandeep, K Tiprak, S Kaewunruen, P Pheinsusom… - Structures, 2023 - Elsevier",Cited by 44
480,Detecting and analyzing suicidal ideation on social media using deep learning and machine learning models,"THH Aldhyani, SN Alsubari, AS Alshebami… - International journal of …, 2022 - mdpi.com",Cited by 67
481,Persistent-homology-based machine learning: a survey and a comparative study,"CS Pun, SX Lee, K Xia - Artificial Intelligence Review, 2022 - Springer",Cited by 71
482,A comparative study of classification and prediction of Cardio-Vascular Diseases (CVD) using Machine Learning and Deep Learning techniques,"M Swathy, K Saruladha - ICT express, 2022 - Elsevier",Cited by 134
483,Groundwater level modeling with machine learning: a systematic review and meta-analysis,"A Ahmadi, M Olyaei, Z Heydari, M Emami… - Water, 2022 - mdpi.com",Cited by 67
484,Leakage and the reproducibility crisis in machine-learning-based science,"S Kapoor, A Narayanan - Patterns, 2023 - cell.com",Cited by 160
485,Renewable energy management in smart grids by using big data analytics and machine learning,"N Mostafa, HSM Ramadan, O Elfarouk - Machine Learning with …, 2022 - Elsevier",Cited by 128
486,Machine Learning in Information Systems Research.,"B Padmanabhan, X Fang, N Sahoo… - MIS …, 2022 - search.ebscohost.com",Cited by 61
487,A look inside the black box of machine learning photodynamics simulations,"J Li, SA Lopez - Accounts of Chemical Research, 2022 - ACS Publications",Cited by 26
488,Applications of data mining and machine learning framework in aquaculture and fisheries: A review,"J Gladju, BS Kamalam, A Kanagaraj - Smart Agricultural Technology, 2022 - Elsevier",Cited by 109
489,Introducing stacking machine learning approaches for the prediction of rock deformation,"M Koopialipoor, PG Asteris, AS Mohammed… - Transportation …, 2022 - Elsevier",Cited by 90
490,Curriculum graph machine learning: A survey,"H Li, X Wang, W Zhu - arXiv preprint arXiv:2302.02926, 2023 - arxiv.org",Cited by 16
491,Extracting spatial effects from machine learning model using local interpretation method: An example of SHAP and XGBoost,"Z Li - Computers, Environment and Urban Systems, 2022 - Elsevier",Cited by 240
492,Machine learning accelerates the materials discovery,"J Fang, M Xie, X He, J Zhang, J Hu, Y Chen… - Materials Today …, 2022 - Elsevier",Cited by 54
493,Prediction of agriculture yields using machine learning algorithms,"VK Gunjan, S Kumar, MD Ansari… - … in Machine Learning, IoT …, 2022 - Springer",Cited by 39
494,"3D printing of biodegradable polymers and their composites–Current state-of-the-art, properties, applications, and machine learning for potential future …","SAV Dananjaya, VS Chevali, JP Dear, P Potluri… - Progress in Materials …, 2024 - Elsevier",Cited by 5
495,Zeno: An interactive framework for behavioral evaluation of machine learning,"ÁA Cabrera, E Fu, D Bertucci, K Holstein… - Proceedings of the …, 2023 - dl.acm.org",Cited by 41
496,Malware threat affecting financial organization analysis using machine learning approach,"R Rawat, SK Sarangi, YN Rimal, P William… - International Journal of …, 2022 - igi-global.com",Cited by 110
497,Twelve key challenges in medical machine learning and solutions,"RJ Ellis, RM Sander, A Limon - Intelligence-Based Medicine, 2022 - Elsevier",Cited by 28
498,"Machine learning and AI in cancer prognosis, prediction, and treatment selection: a critical approach","B Zhang, H Shi, H Wang - Journal of multidisciplinary healthcare, 2023 - Taylor & Francis",Cited by 79
499,Machine learning: an advanced platform for materials development and state prediction in lithium‐ion batteries,"C Lv, X Zhou, L Zhong, C Yan, M Srinivasan… - Advanced …, 2022 - Wiley Online Library",Cited by 226
500,The rise of machine learning in polymer discovery,"C Yan, G Li - Advanced Intelligent Systems, 2023 - Wiley Online Library",Cited by 29
501,"Factor models, machine learning, and asset pricing","S Giglio, B Kelly, D Xiu - Annual Review of Financial Economics, 2022 - annualreviews.org",Cited by 109
502,Prediction of diabetes empowered with fused machine learning,"U Ahmed, GF Issa, MA Khan, S Aftab, MF Khan… - IEEE …, 2022 - ieeexplore.ieee.org",Cited by 163
503,"Machine learning in precision agriculture: a survey on trends, applications and evaluations over two decades","S Condran, M Bewong, MZ Islam, L Maphosa… - IEEE …, 2022 - ieeexplore.ieee.org",Cited by 58
504,Diabetes detection based on machine learning and deep learning approaches,"BF Wee, S Sivakumar, KH Lim, WK Wong… - Multimedia Tools and …, 2024 - Springer",Cited by 27
505,Photonic machine learning with on-chip diffractive optics,"T Fu, Y Zang, Y Huang, Z Du, H Huang, C Hu… - Nature …, 2023 - nature.com",Cited by 106
506,Novel machine learning based approach for analysing the adoption of metaverse in medical training: A UAE case study,"SA Salloum, A Bettayeb, A Salloum, A Aburayya… - Informatics in Medicine …, 2023 - Elsevier",Cited by 63
507,Detection of network attacks using machine learning and deep learning models,"KA Dhanya, S Vajipayajula, K Srinivasan… - Procedia Computer …, 2023 - Elsevier",Cited by 40
508,Protein–ligand docking in the machine-learning era,"C Yang, EA Chen, Y Zhang - Molecules, 2022 - mdpi.com",Cited by 84
509,"Andrew ng, ai minimalist: The machine-learning pioneer says small is the new big","E Strickland - IEEE spectrum, 2022 - ieeexplore.ieee.org",Cited by 101
